id,state,type,name
CAZ567,CA,public,Imperial Valley
CAZ568,CA,public,Chiriaco Summit
CAZ569,CA,public,Palo Verde Valley
CAZ570,CA,public,Chuckwalla Valley
CAZ579,CA,fire,West Side Hills
CAZ580,CA,fire,San Joaquin Valley
CAZ590,CA,fire,Central Sierra Foothills
CAZ591,CA,fire,Southern Sierra Foothills
CAZ592,CA,fire,Central Sierra
CAZ593,CA,fire,North Kings River
CAZ594,CA,fire,Sequoia Kings
CAZ595,CA,fire,Lake Isabella
CAZ596,CA,fire,Tehachapi Area
CAZ597,CA,fire,Fort Tejon
COC001,CO,county,Adams
COC003,CO,county,Alamosa
COC005,CO,county,Arapahoe
COC007,CO,county,Archuleta
COC009,CO,county,Baca
COC011,CO,county,Bent
COC013,CO,county,Boulder
COC014,CO,county,Broomfield
COC015,CO,county,Chaffee
COC017,CO,county,Cheyenne
COC019,CO,county,Clear Creek
COC021,CO,county,Conejos
COC023,CO,county,Costilla
COC025,CO,county,Crowley
COC027,CO,county,Custer
COC029,CO,county,Delta
COC031,CO,county,Denver
COC033,CO,county,Dolores
COC035,CO,county,Douglas
COC037,CO,county,Eagle
COC039,CO,county,Elbert
COC041,CO,county,El Paso
COC043,CO,county,Fremont
COC045,CO,county,Garfield
COC047,CO,county,Gilpin
COC049,CO,county,Grand
COC051,CO,county,Gunnison
COC053,CO,county,Hinsdale
COC055,CO,county,Huerfano
COC057,CO,county,Jackson
COC059,CO,county,Jefferson
COC061,CO,county,Kiowa
COC063,CO,county,Kit Carson
COC065,CO,county,Lake
COC067,CO,county,La Plata
COC069,CO,county,Larimer
COC071,CO,county,Las Animas
COC073,CO,county,Lincoln
COC075,CO,county,Logan
COC077,CO,county,Mesa
COC079,CO,county,Mineral
COC081,CO,county,Moffat
COC083,CO,county,Montezuma
COC085,CO,county,Montrose
COC087,CO,county,Morgan
COC089,CO,county,Otero
COC091,CO,county,Ouray
COC093,CO,county,Park
COC095,CO,county,Phillips
COC097,CO,county,Pitkin
COC099,CO,county,Prowers
COC101,CO,county,Pueblo
COC103,CO,county,Rio Blanco
COC105,CO,county,Rio Grande
COC107,CO,county,Routt
COC109,CO,county,Saguache
COC111,CO,county,San Juan
COC113,CO,county,San Miguel
COC115,CO,county,Sedgwick
COC117,CO,county,Summit
COC119,CO,county,Teller
COC121,CO,county,Washington
COC123,CO,county,Weld
COC125,CO,county,Yuma
COZ001,CO,public,Lower Yampa River Basin
COZ002,CO,public,Central Yampa River Basin
COZ003,CO,public,Roan and Tavaputs Plateaus
COZ004,CO,public,Elkhead and Park Mountains
COZ005,CO,public,Upper Yampa River Basin
COZ006,CO,public,Grand Valley
COZ007,CO,public,Debeque to Silt Corridor
COZ008,CO,public,Central Colorado River Basin
COZ009,CO,public,Grand and Battlement Mesas
COZ010,CO,public,Gore and Elk Mountains/Central Mountain Valleys
COZ011,CO,public,Central Gunnison and Uncompahgre River Basin
COZ012,CO,public,West Elk and Sawatch Mountains
COZ013,CO,public,Flat Tops
COZ014,CO,public,Upper Gunnison River Valley
COZ017,CO,public,Uncompahgre Plateau/Dallas Divide
COZ018,CO,public,Northwestern San Juan Mountains
COZ019,CO,public,Southwest San Juan Mountains
COZ020,CO,public,Paradox Valley/Lower Dolores River
COZ021,CO,public,Four Corners/Upper Dolores River
COZ022,CO,public,Animas River Basin
COZ023,CO,public,San Juan River Basin
COZ030,CO,public,Jackson County Below 9000 Feet
COZ031,CO,public,West Jackson and West Grand Counties Above 9000 Feet
COZ032,CO,public,Grand and Summit Counties Below 9000 Feet
COZ033,CO,public,South and East Jackson/Larimer/North and Northeast Grand/Northwest Boulder Counties Above 9000 Feet
COZ034,CO,public,South and Southeast Grand/West Central and Southwest Boulder/Gilpin/Clear Creek/Summit/North and West Park Counties Above 9000 Feet
COZ035,CO,public,Larimer and Boulder Counties Between 6000 and 9000 Feet
COZ036,CO,public,Jefferson and West Douglas Counties Above  6000 Feet/Gilpin/Clear Creek/Northeast Park Counties Below 9000 Feet
COZ037,CO,public,Central and Southeast Park County
COZ038,CO,public,Larimer County Below 6000 Feet/Northwest Weld County
COZ039,CO,public,Boulder And Jefferson Counties Below 6000 Feet/West Broomfield County
COZ040,CO,public,North Douglas County Below 6000 Feet/Denver/West Adams and Arapahoe Counties/East Broomfield County
COZ041,CO,public,Elbert/Central and East Douglas Counties Above 6000 Feet
COZ042,CO,public,Northeast Weld County
COZ043,CO,public,Central and South Weld County
COZ044,CO,public,Morgan County
COZ045,CO,public,Central and East Adams and Arapahoe Counties
COZ046,CO,public,North and Northeast Elbert County Below 6000 Feet/North Lincoln County
COZ047,CO,public,Southeast Elbert County Below 6000 Feet/South Lincoln County
COZ048,CO,public,Logan County
COZ049,CO,public,Washington County
COZ050,CO,public,Sedgwick County
COZ051,CO,public,Phillips County
COZ058,CO,public,Western Mosquito Range/East Lake County Above 11000 Ft
COZ059,CO,public,Leadville Vicinity/Lake County Below 11000 Ft
COZ060,CO,public,Eastern Sawatch Mountains above 11000 Ft
COZ061,CO,public,Western Chaffee County Between 9000 and 11000 Ft
COZ062,CO,public,Central Chaffee County Below 9000 Ft
COZ063,CO,public,Western Mosquito Range/East Chaffee County above 9000Ft
COZ064,CO,public,Saguache County West of Continental Divide Below 10000 Ft
COZ065,CO,public,Saguache County East of Continental Divide below 10000 Ft
COZ066,CO,public,La Garita Mountains Above 10000 Ft
COZ067,CO,public,Upper Rio Grande Valley/Eastern San Juan Mountains Below 10000 Ft
COZ068,CO,public,Eastern San Juan Mountains Above 10000 Ft
COZ069,CO,public,Del Norte Vicinity/Northern San Luis Valley Below 8500 Ft
COZ070,CO,public,Alamosa  Vicinity/Central San Luis Valley Below 8500 Ft
COZ071,CO,public,Southern San Luis Valley
COZ072,CO,public,Northern Sangre de Cristo Mountains Between 8500 And 11000 Ft
COZ073,CO,public,Northern Sangre de Cristo Mountains above 11000 Ft
COZ074,CO,public,Southern Sangre De Cristo Mountains Between 7500 and 11000 Ft
COZ075,CO,public,Southern Sangre De Cristo Mountains Above 11000 Ft
COZ076,CO,public,Northwestern Fremont County  Above 8500Ft
COZ077,CO,public,Western/Central Fremont County Below 8500 Ft
COZ078,CO,public,Wet Mountain Valley Below 8500 Ft
COZ079,CO,public,Wet Mountains between 6300 and 10000Ft
COZ080,CO,public,Wet Mountains above 10000 Ft
COZ081,CO,public,Teller County/Rampart Range above 7500fT/Pike's Peak Between 7500 And 11000 Ft
COZ082,CO,public,Pikes Peak above 11000 Ft
COZ083,CO,public,Canon City Vicinity/Eastern Fremont County
COZ084,CO,public,Northern El Paso County/Monument Ridge/Rampart Range Below 7500 Ft
COZ085,CO,public,Colorado Springs Vicinity/Southern El Paso County/Rampart Range Below 7400 Ft
COZ086,CO,public,Pueblo Vicinity/Pueblo County Below 6300 Feet
COZ087,CO,public,Walsenburg Vicinity/Upper Huerfano River Basin Below 7500 Ft
COZ088,CO,public,Trinidad Vicinity/Western Las Animas County Below 7500 Ft
COZ089,CO,public,Crowley County
COZ090,CO,public,Yuma County
COZ091,CO,public,Kit Carson County
COZ092,CO,public,Cheyenne County
COZ093,CO,public,La Junta Vicinity/Otero County
COZ094,CO,public,Eastern Las Animas County
COZ095,CO,public,Western Kiowa County
COZ096,CO,public,Eastern Kiowa County
COZ097,CO,public,Las Animas Vicinity/Bent County
COZ098,CO,public,Lamar Vicinity/Prowers County
COZ099,CO,public,Springfield Vicinity/Baca County
COZ200,CO,fire,Little Snake
COZ201,CO,fire,Routt
COZ202,CO,fire,White River
COZ203,CO,fire,Lower Colorado River
COZ205,CO,fire,Colorado River Headwaters
COZ207,CO,fire,Southwest Colorado Lower Forecast Area
COZ211,CO,fire,Jackson County Below 9000 Feet
COZ212,CO,fire,South and Southeast Grand/West Central and Southwest Boulder/Gilpin/Clear Creek/Summit/North and West Park Counties Above 9000 Feet
COZ213,CO,fire,Grand and Summit Counties Below 9000 Feet
COZ214,CO,fire,Central and Southeast Park County
COZ215,CO,fire,Larimer and Boulder Counties Between 6000 and 9000 Feet
COZ216,CO,fire,Jefferson and West Douglas Counties Above  6000 Feet/Gilpin/Clear Creek/Northeast Park Counties Below 9000 Feet
COZ217,CO,fire,West Jackson and West Grand Counties Above 9000 Feet
COZ218,CO,fire,South and East Jackson/Larimer/North and Northeast Grand/Northwest Boulder Counties Above 9000 Feet
COZ220,CO,fire,Upper Arkansas River Valley Including Lake County and Chaffee County
COZ221,CO,fire,Teller County/Rampart Range Including Pikes Peak and Florissant Fossil Beds National Monument
COZ222,CO,fire,Fremont County Including Canon City/Howard/Texas Creek
COZ223,CO,fire,Eastern San Juan Mountains and La Garita Mountains Including Wolf Creek Pass and Creede
COZ224,CO,fire,San Luis Valley Including Alamosa/Del Norte/Fort Garland/Saguache
COZ225,CO,fire,Southern Front Range Including Sangre De Cristo Mountains/Wet Mountains/La Veta Pass
COZ226,CO,fire,Northern El Paso County Including Monument and Black Forest
COZ227,CO,fire,Southern El Paso County Including Fort Carson and Colorado Springs
COZ228,CO,fire,Pueblo County Including Pueblo
COZ229,CO,fire,Huerfano County Including Walsenburg
COZ230,CO,fire,Western Las Animas County Including Trinidad and Thatcher
COZ231,CO,fire,Crowley County Including Ordway
COZ232,CO,fire,Otero County Including La Junta and Western Comanche Grasslands
COZ233,CO,fire,Eastern Las Animas County Including Pinon Canyon
COZ234,CO,fire,Kiowa County Including Eads
COZ235,CO,fire,Bent County Including Las Animas
COZ236,CO,fire,Prowers County Including Lamar
COZ237,CO,fire,Baca County Including Springfield and Eastern Comanche Grasslands
COZ238,CO,fire,Larimer County Below 6000 Feet/Northwest Weld County
COZ239,CO,fire,Boulder And Jefferson Counties Below 6000 Feet/West Broomfield County
COZ240,CO,fire,North Douglas County Below 6000 Feet/Denver/West Adams and Arapahoe Counties/East Broomfield County
COZ241,CO,fire,Elbert/Central and East Douglas Counties Above 6000 Feet
COZ242,CO,fire,Northeast Weld County
COZ243,CO,fire,Central and South Weld County
COZ244,CO,fire,Morgan County
COZ245,CO,fire,Central and East Adams and Arapahoe Counties
COZ246,CO,fire,North and Northeast Elbert County Below 6000 Feet/North Lincoln County
COZ247,CO,fire,Southeast Elbert County Below 6000 Feet/South Lincoln County
COZ248,CO,fire,Logan County
COZ249,CO,fire,Washington County
COZ250,CO,fire,Sedgwick County
COZ251,CO,fire,Phillips County
COZ252,CO,fire,Yuma
COZ253,CO,fire,Kit Carson County
COZ254,CO,fire,Cheyenne
COZ290,CO,fire,Paradox Valley
COZ291,CO,fire,Northern San Juan
COZ292,CO,fire,North Fork
COZ293,CO,fire,Gunnison Basin
COZ294,CO,fire,Southwest Colorado Upper West Forecast Area
COZ295,CO,fire,Southwest Colorado Upper East Forecast Area
CTC001,CT,county,Fairfield
CTC003,CT,county,Hartford
CTC005,CT,county,Litchfield
CTC007,CT,county,Middlesex
CTC009,CT,county,New Haven
CTC011,CT,county,New London
CTC013,CT,county,Tolland
CTC015,CT,county,Windham
CTZ001,CT,fire,Northern Litchfield
CTZ001,CT,public,Northern Litchfield
CTZ002,CT,fire,Hartford
CTZ002,CT,public,Hartford
CTZ003,CT,fire,Tolland
CTZ003,CT,public,Tolland
CTZ004,CT,fire,Windham
CTZ004,CT,public,Windham
CTZ005,CT,fire,Northern Fairfield
CTZ005,CT,public,Northern Fairfield
CTZ006,CT,fire,Northern New Haven
CTZ006,CT,public,Northern New Haven
CTZ007,CT,fire,Northern Middlesex
CTZ007,CT,public,Northern Middlesex
CTZ008,CT,fire,Northern New London
CTZ008,CT,public,Northern New London
CTZ009,CT,fire,Southern Fairfield
CTZ009,CT,public,Southern Fairfield
CTZ010,CT,fire,Southern New Haven
CTZ010,CT,public,Southern New Haven
CTZ011,CT,fire,Southern Middlesex
CTZ011,CT,public,Southern Middlesex
CTZ012,CT,fire,Southern New London
CTZ012,CT,public,Southern New London
CTZ013,CT,fire,Southern Litchfield
CTZ013,CT,public,Southern Litchfield
DCC001,DC,county,District of Columbia
DCZ001,DC,fire,District of Columbia
DCZ001,DC,public,District of Columbia
DEC001,DE,county,Kent
DEC003,DE,county,New Castle
DEC005,DE,county,Sussex
DEZ001,DE,fire,New Castle
DEZ001,DE,public,New Castle
DEZ002,DE,fire,Kent
DEZ002,DE,public,Kent
DEZ003,DE,fire,Inland Sussex
DEZ003,DE,public,Inland Sussex
DEZ004,DE,fire,Delaware Beaches
DEZ004,DE,public,Delaware Beaches
FLC001,FL,county,Alachua
FLC003,FL,county,Baker
FLC005,FL,county,Bay
FLC007,FL,county,Bradford
FLC009,FL,county,Brevard
FLC011,FL,county,Broward
FLC013,FL,county,Calhoun
FLC015,FL,county,Charlotte
FLC017,FL,county,Citrus
FLC019,FL,county,Clay
FLC021,FL,county,Collier
FLC023,FL,county,Columbia
FLC027,FL,county,DeSoto
FLC029,FL,county,Dixie
FLC031,FL,county,Duval
FLC033,FL,county,Escambia
FLC035,FL,county,Flagler
FLC037,FL,county,Franklin
FLC039,FL,county,Gadsden
FLC041,FL,county,Gilchrist
FLC043,FL,county,Glades
FLC045,FL,county,Gulf
FLC047,FL,county,Hamilton
FLC049,FL,county,Hardee
FLC051,FL,county,Hendry
FLC053,FL,county,Hernando
FLC055,FL,county,Highlands
FLC057,FL,county,Hillsborough
FLC059,FL,county,Holmes
FLC061,FL,county,Indian River
FLC063,FL,county,Jackson
FLC065,FL,county,Jefferson
FLC067,FL,county,Lafayette
FLC069,FL,county,Lake
FLC071,FL,county,Lee
FLC073,FL,county,Leon
FLC075,FL,county,Levy
FLC077,FL,county,Liberty
FLC079,FL,county,Madison
FLC081,FL,county,Manatee
FLC083,FL,county,Marion
FLC085,FL,county,Martin
FLC086,FL,county,Miami-Dade
FLC087,FL,county,Mainland Monroe
FLC089,FL,county,Nassau
FLC091,FL,county,Okaloosa
FLC093,FL,county,Okeechobee
FLC095,FL,county,Orange
FLC097,FL,county,Osceola
FLC099,FL,county,Palm Beach
FLC101,FL,county,Pasco
FLC103,FL,county,Pinellas
FLC105,FL,county,Polk
FLC107,FL,county,Putnam
FLC109,FL,county,St. Johns
FLC111,FL,county,St. Lucie
FLC113,FL,county,Santa Rosa
FLC115,FL,county,Sarasota
FLC117,FL,county,Seminole
FLC119,FL,county,Sumter
FLC121,FL,county,Suwannee
FLC123,FL,county,Taylor
FLC125,FL,county,Union
FLC127,FL,county,Volusia
FLC129,FL,county,Wakulla
FLC131,FL,county,Walton
FLC133,FL,county,Washington
FLZ007,FL,fire,North Walton
FLZ007,FL,public,North Walton
FLZ008,FL,fire,Central Walton
FLZ008,FL,public,Central Walton
FLZ009,FL,fire,Holmes
FLZ009,FL,public,Holmes
FLZ010,FL,fire,Washington
FLZ010,FL,public,Washington
FLZ011,FL,fire,Jackson
FLZ011,FL,public,Jackson
FLZ012,FL,fire,Inland Bay
FLZ012,FL,public,Inland Bay
FLZ013,FL,fire,Calhoun
FLZ013,FL,public,Calhoun
FLZ014,FL,fire,Inland Gulf
FLZ014,FL,public,Inland Gulf
FLZ015,FL,fire,Inland Franklin
FLZ015,FL,public,Inland Franklin
FLZ016,FL,fire,Gadsden
FLZ016,FL,public,Gadsden
FLZ017,FL,fire,Leon
FLZ017,FL,public,Leon
FLZ018,FL,fire,Inland Jefferson
FLZ018,FL,public,Inland Jefferson
FLZ019,FL,fire,Madison
FLZ019,FL,public,Madison
FLZ021,FL,fire,Suwannee
FLZ021,FL,public,Suwannee
FLZ023,FL,fire,Baker
FLZ023,FL,public,Baker
FLZ024,FL,fire,Inland Nassau
FLZ024,FL,public,Inland Nassau
FLZ027,FL,fire,Inland Wakulla
FLZ027,FL,public,Inland Wakulla
FLZ028,FL,fire,Inland Taylor
FLZ028,FL,public,Inland Taylor
FLZ029,FL,fire,Lafayette
FLZ029,FL,public,Lafayette
FLZ030,FL,fire,Union
FLZ030,FL,public,Union
FLZ031,FL,fire,Bradford
FLZ031,FL,public,Bradford
FLZ034,FL,fire,Inland Dixie
FLZ034,FL,public,Inland Dixie
FLZ035,FL,fire,Gilchrist
FLZ035,FL,public,Gilchrist
FLZ038,FL,fire,Inland Flagler
FLZ038,FL,public,Inland Flagler
FLZ041,FL,fire,Inland Volusia
FLZ041,FL,public,Inland Volusia
FLZ043,FL,fire,Sumter
FLZ043,FL,public,Sumter
FLZ044,FL,fire,Northern Lake County
FLZ044,FL,public,Northern Lake County
FLZ045,FL,fire,Orange
FLZ045,FL,public,Orange
FLZ046,FL,fire,Seminole
FLZ046,FL,public,Seminole
FLZ050,FL,fire,Pinellas
FLZ050,FL,public,Pinellas
FLZ052,FL,fire,Polk
FLZ052,FL,public,Polk
FLZ053,FL,fire,Osceola
FLZ053,FL,public,Osceola
FLZ056,FL,fire,Hardee
FLZ056,FL,public,Hardee
FLZ057,FL,fire,Highlands
FLZ057,FL,public,Highlands
FLZ058,FL,fire,Okeechobee
FLZ058,FL,public,Okeechobee
FLZ061,FL,fire,DeSoto
FLZ061,FL,public,DeSoto
FLZ063,FL,public,Glades
FLZ066,FL,public,Hendry
FLZ067,FL,public,Inland Palm Beach County
FLZ068,FL,fire,Metro Palm Beach County
FLZ068,FL,public,Metro Palm Beach County
FLZ069,FL,fire,Coastal Collier County
FLZ069,FL,public,Coastal Collier County
FLZ070,FL,public,Inland Collier County
FLZ071,FL,fire,Inland Broward County
FLZ071,FL,public,Inland Broward County
FLZ072,FL,fire,Metro Broward County
FLZ072,FL,public,Metro Broward County
FLZ073,FL,fire,Inland Miami-Dade County
FLZ073,FL,public,Inland Miami-Dade County
FLZ074,FL,fire,Metropolitan Miami Dade
FLZ074,FL,public,Metropolitan Miami Dade
FLZ075,FL,fire,Mainland Monroe
FLZ075,FL,public,Mainland Monroe
FLZ076,FL,fire,Monroe Upper Keys
FLZ076,FL,public,Monroe Upper Keys
FLZ077,FL,fire,Monroe Middle Keys
FLZ077,FL,public,Monroe Middle Keys
FLZ078,FL,fire,Monroe Lower Keys
FLZ078,FL,public,Monroe Lower Keys
FLZ108,FL,fire,South Walton
FLZ108,FL,public,South Walton
FLZ112,FL,fire,Coastal Bay
FLZ112,FL,public,Coastal Bay
FLZ114,FL,fire,Coastal Gulf
FLZ114,FL,public,Coastal Gulf
FLZ115,FL,fire,Coastal Franklin
FLZ115,FL,public,Coastal Franklin
FLZ118,FL,fire,Coastal Jefferson
FLZ118,FL,public,Coastal Jefferson
FLZ120,FL,fire,Eastern Hamilton
FLZ120,FL,public,Eastern Hamilton
FLZ124,FL,fire,Coastal Nassau
FLZ124,FL,public,Coastal Nassau
FLZ125,FL,fire,Coastal Duval
FLZ125,FL,public,Coastal Duval
FLZ127,FL,fire,Coastal Wakulla
FLZ127,FL,public,Coastal Wakulla
FLZ128,FL,fire,Coastal Taylor
FLZ128,FL,public,Coastal Taylor
FLZ132,FL,fire,Eastern Clay
FLZ132,FL,public,Eastern Clay
FLZ134,FL,fire,Coastal Dixie
FLZ134,FL,public,Coastal Dixie
FLZ136,FL,fire,Eastern Alachua
FLZ136,FL,public,Eastern Alachua
FLZ137,FL,fire,Eastern Putnam
FLZ137,FL,public,Eastern Putnam
FLZ138,FL,fire,Coastal Flagler
FLZ138,FL,public,Coastal Flagler
FLZ139,FL,fire,Coastal Levy
FLZ139,FL,public,Coastal Levy
FLZ140,FL,fire,Eastern Marion
FLZ140,FL,public,Eastern Marion
FLZ141,FL,fire,Coastal Volusia
FLZ141,FL,public,Coastal Volusia
FLZ142,FL,fire,Coastal Citrus
FLZ142,FL,public,Coastal Citrus
FLZ144,FL,fire,Southern Lake County
FLZ144,FL,public,Southern Lake County
FLZ148,FL,fire,Coastal Hernando
FLZ148,FL,public,Coastal Hernando
FLZ149,FL,fire,Coastal Pasco
FLZ149,FL,public,Coastal Pasco
FLZ151,FL,fire,Coastal Hillsborough
FLZ151,FL,public,Coastal Hillsborough
FLZ154,FL,fire,Coastal Indian River
FLZ154,FL,public,Coastal Indian River
FLZ155,FL,fire,Coastal Manatee
FLZ155,FL,public,Coastal Manatee
FLZ159,FL,fire,Coastal St. Lucie
FLZ159,FL,public,Coastal St. Lucie
FLZ160,FL,fire,Coastal Sarasota
FLZ160,FL,public,Coastal Sarasota
FLZ162,FL,fire,Coastal Charlotte
FLZ162,FL,public,Coastal Charlotte
FLZ163,FL,fire,Glades County Lake Region
FLZ164,FL,fire,Coastal Martin
FLZ164,FL,public,Coastal Martin
FLZ165,FL,fire,Coastal Lee
FLZ165,FL,public,Coastal Lee
FLZ166,FL,fire,Hendry County Lakes Region
FLZ167,FL,fire,Palm Beach County Lake Region
FLZ168,FL,fire,Coastal Palm Beach County
FLZ168,FL,public,Coastal Palm Beach County
FLZ170,FL,fire,Big Cypress
FLZ172,FL,fire,Coastal Broward County
FLZ172,FL,public,Coastal Broward County
FLZ173,FL,fire,Coastal Miami Dade County
FLZ173,FL,public,Coastal Miami Dade County
FLZ174,FL,fire,Far South Miami-Dade County
FLZ174,FL,public,Far South Miami-Dade County
FLZ201,FL,fire,Escambia Inland
FLZ201,FL,public,Escambia Inland
FLZ202,FL,fire,Escambia Coastal
FLZ202,FL,public,Escambia Coastal
FLZ203,FL,fire,Santa Rosa Inland
FLZ203,FL,public,Santa Rosa Inland
FLZ204,FL,fire,Santa Rosa Coastal
FLZ204,FL,public,Santa Rosa Coastal
FLZ205,FL,fire,Okaloosa Inland
FLZ205,FL,public,Okaloosa Inland
FLZ206,FL,fire,Okaloosa Coastal
FLZ206,FL,public,Okaloosa Coastal
FLZ220,FL,fire,Western Hamilton
FLZ220,FL,public,Western Hamilton
FLZ225,FL,fire,Trout River
FLZ225,FL,public,Trout River
FLZ232,FL,fire,Western Clay
FLZ232,FL,public,Western Clay
FLZ233,FL,fire,Northeast Coastal St. Johns
FLZ233,FL,public,Northeast Coastal St. Johns
FLZ236,FL,fire,Western Alachua
FLZ236,FL,public,Western Alachua
FLZ237,FL,fire,Western Putnam
FLZ237,FL,public,Western Putnam
FLZ239,FL,fire,Inland Levy
FLZ239,FL,public,Inland Levy
FLZ240,FL,fire,Central Marion
FLZ240,FL,public,Central Marion
FLZ242,FL,fire,Inland Citrus
FLZ242,FL,public,Inland Citrus
FLZ247,FL,fire,Inland Northern Brevard
FLZ247,FL,public,Inland Northern Brevard
FLZ248,FL,fire,Inland Hernando
FLZ248,FL,public,Inland Hernando
FLZ249,FL,fire,Inland Pasco
FLZ249,FL,public,Inland Pasco
FLZ251,FL,fire,Inland Hillsborough
FLZ251,FL,public,Inland Hillsborough
FLZ254,FL,fire,Inland Indian River
FLZ254,FL,public,Inland Indian River
FLZ255,FL,fire,Inland Manatee
FLZ255,FL,public,Inland Manatee
FLZ259,FL,fire,Inland St. Lucie
FLZ259,FL,public,Inland St. Lucie
FLZ260,FL,fire,Inland Sarasota
FLZ260,FL,public,Inland Sarasota
FLZ262,FL,fire,Inland Charlotte
FLZ262,FL,public,Inland Charlotte
FLZ263,FL,fire,Glades County
FLZ264,FL,fire,Inland Martin
FLZ264,FL,public,Inland Martin
FLZ265,FL,fire,Inland Lee
FLZ265,FL,public,Inland Lee
FLZ266,FL,fire,Hendry County
FLZ267,FL,fire,Inland Palm Beach County
FLZ270,FL,fire,Northern Collier
FLZ322,FL,fire,Northern Columbia
FLZ322,FL,public,Northern Columbia
FLZ325,FL,fire,South Central Duval
FLZ325,FL,public,South Central Duval
FLZ326,FL,fire,Northern Liberty
FLZ326,FL,public,Northern Liberty
FLZ333,FL,fire,Southeast Coastal St. Johns
FLZ333,FL,public,Southeast Coastal St. Johns
FLZ340,FL,fire,Western Marion
FLZ340,FL,public,Western Marion
FLZ347,FL,fire,Mainland Northern Brevard
FLZ347,FL,public,Mainland Northern Brevard
FLZ370,FL,fire,Southwest Collier
FLZ422,FL,fire,Southeastern Columbia
FLZ422,FL,public,Southeastern Columbia
FLZ425,FL,fire,Western Duval
FLZ425,FL,public,Western Duval
FLZ426,FL,fire,Southern Liberty
FLZ426,FL,public,Southern Liberty
FLZ433,FL,fire,Northern Inland St. Johns
FLZ433,FL,public,Northern Inland St. Johns
FLZ447,FL,fire,Northern Brevard Barrier Islands
FLZ447,FL,public,Northern Brevard Barrier Islands
FLZ522,FL,fire,Southwestern Columbia
FLZ522,FL,public,Southwestern Columbia
FLZ533,FL,fire,Southern Inland St. Johns
FLZ533,FL,public,Southern Inland St. Johns
FLZ547,FL,fire,Inland Southern Brevard
FLZ547,FL,public,Inland Southern Brevard
FLZ633,FL,fire,Western St. Johns
FLZ633,FL,public,Western St. Johns
FLZ647,FL,fire,Mainland Southern Brevard
FLZ647,FL,public,Mainland Southern Brevard
FLZ747,FL,fire,Southern Brevard Barrier Islands
FLZ747,FL,public,Southern Brevard Barrier Islands
FMC001,FM,county,Pakin
FMC002,FM,county,Chuuk Lagoon
FMC005,FM,county,Kosrae
FMC010,FM,county,Eauripik
FMC020,FM,county,Kapingamarangi
FMC030,FM,county,Fais
FMC040,FM,county,Pohnpei
FMC060,FM,county,Yap
FMC070,FM,county,Oroluk
FMC080,FM,county,Ngulu
FMC090,FM,county,Pingelap
FMC110,FM,county,Ulithi
FMC120,FM,county,Woleai
FMC350,FM,county,Fananu
FMC410,FM,county,Losap
FMC420,FM,county,Lukunoch
FMC610,FM,county,Polowat
FMC640,FM,county,Satawal
FMZ001,FM,fire,Kosrae
FMZ001,FM,public,Kosrae
FMZ011,FM,fire,Pingelap
FMZ011,FM,public,Pingelap
FMZ012,FM,fire,Mwoakilloa
FMZ012,FM,public,Mwoakilloa
FMZ013,FM,fire,Pohnpei
FMZ013,FM,public,Pohnpei
FMZ014,FM,fire,Pakin
FMZ014,FM,public,Pakin
FMZ015,FM,fire,Sapwuahfik
FMZ015,FM,public,Sapwuahfik
FMZ016,FM,fire,Oroluk
FMZ016,FM,public,Oroluk
FMZ017,FM,fire,Nukuoro
FMZ017,FM,public,Nukuoro
FMZ018,FM,fire,Kapingamarangi
FMZ018,FM,public,Kapingamarangi
FMZ021,FM,fire,Lukunoch
FMZ021,FM,public,Lukunoch
FMZ022,FM,fire,Losap
FMZ022,FM,public,Losap
FMZ023,FM,fire,Chuuk Lagoon
FMZ023,FM,public,Chuuk Lagoon
FMZ024,FM,fire,Fananu
FMZ024,FM,public,Fananu
FMZ025,FM,fire,Onoun
FMZ025,FM,public,Onoun
FMZ026,FM,fire,Polowat
FMZ026,FM,public,Polowat
FMZ031,FM,fire,Satawal
FMZ031,FM,public,Satawal
FMZ032,FM,fire,Woleai
FMZ032,FM,public,Woleai
FMZ033,FM,fire,Faraulep
FMZ033,FM,public,Faraulep
FMZ034,FM,fire,Eauripik
FMZ034,FM,public,Eauripik
FMZ035,FM,fire,Fais
FMZ035,FM,public,Fais
FMZ036,FM,fire,Ulithi
FMZ036,FM,public,Ulithi
FMZ037,FM,fire,Yap
FMZ037,FM,public,Yap
FMZ038,FM,fire,Ngulu
FMZ038,FM,public,Ngulu
GAC001,GA,county,Appling
GAC003,GA,county,Atkinson
GAC005,GA,county,Bacon
GAC007,GA,county,Baker
GAC009,GA,county,Baldwin
GAC011,GA,county,Banks
GAC013,GA,county,Barrow
GAC015,GA,county,Bartow
GAC017,GA,county,Ben Hill
GAC019,GA,county,Berrien
GAC021,GA,county,Bibb
GAC023,GA,county,Bleckley
GAC025,GA,county,Brantley
GAC027,GA,county,Brooks
GAC029,GA,county,Bryan
GAC031,GA,county,Bulloch
GAC033,GA,county,Burke
GAC035,GA,county,Butts
GAC037,GA,county,Calhoun
GAC039,GA,county,Camden
GAC043,GA,county,Candler
GAC045,GA,county,Carroll
GAC047,GA,county,Catoosa
GAC049,GA,county,Charlton
GAC051,GA,county,Chatham
GAC053,GA,county,Chattahoochee
GAC055,GA,county,Chattooga
GAC057,GA,county,Cherokee
GAC059,GA,county,Clarke
GAC061,GA,county,Clay
GAC063,GA,county,Clayton
GAC065,GA,county,Clinch
